x,y
-16.46,-3.75
-16.42,-3.71
-16.36,-3.72
-16.34,-3.72
-16.34,-3.73
-16.34,-3.73
-16.34,-3.73
-16.34,-3.73
-16.31,-3.73
-16.29,-3.73
-16.23,-3.73
-16.23,-3.73
-16.22,-3.73
-16.21,-3.73
-16.16,-3.73
-16.16,-3.73
-16.16,-3.73
-16.16,-3.73
-16.11,-3.73
-16.09,-3.73
-16.09,-3.73
-16.09,-3.73
-16.05,-3.73
-16.02,-3.79
-16.00,-3.73
-15.97,-3.73
-15.97,-3.73
-15.97,-3.73
-15.95,-3.73
-15.99,-3.73
-15.94,-3.73
-15.90,-3.73
-15.89,-3.73
-15.89,-3.73
-15.85,-3.73
-15.88,-3.73
-15.88,-3.73
-15.84,-3.73
-15.84,-3.73
-15.84,-3.73
-15.81,-3.73
-15.80,-3.73
-15.78,-3.73
-15.78,-3.73
-15.73,-3.73
-15.73,-3.73
-15.73,-3.73
-15.68,-3.73
-15.68,-3.73
-15.67,-3.73
-15.63,-3.73
