x,y
-19.20,-0.19
-19.16,-0.15
-19.11,-0.18
-19.08,-0.23
-19.09,-0.29
-19.15,-0.27
-19.10,-0.25
-19.08,-0.30
-19.05,-0.35
-18.99,-0.36
-19.01,-0.30
-18.99,-0.36
-19.02,-0.31
-19.00,-0.25
-19.06,-0.28
-19.00,-0.30
-18.95,-0.29
-18.89,-0.28
-18.93,-0.25
-18.98,-0.29
-19.04,-0.30
-19.10,-0.29
-19.13,-0.34
-19.18,-0.30
-19.14,-0.25
-19.19,-0.29
-19.25,-0.31
-19.31,-0.32
-19.27,-0.37
-19.23,-0.32
-19.27,-0.37
-19.26,-0.43
-19.28,-0.49
-19.34,-0.51
-19.30,-0.56
-19.36,-0.58
-19.37,-0.52
-19.36,-0.46
-19.34,-0.40
-19.40,-0.40
-19.45,-0.43
-19.51,-0.43
-19.57,-0.41
-19.52,-0.37
-19.54,-0.32
-19.60,-0.30
-19.66,-0.29
-19.64,-0.35
-19.60,-0.30
-19.62,-0.24
-19.57,-0.28
-19.59,-0.22
-19.64,-0.25
-19.65,-0.19
-19.68,-0.23
-19.70,-0.18
-19.76,-0.18
-19.79,-0.24
-19.84,-0.26
-19.79,-0.29
-19.84,-0.26
-19.87,-0.21
-19.83,-0.26
-19.89,-0.27
-19.84,-0.31
-19.79,-0.28
-19.75,-0.24
-19.81,-0.23
-19.84,-0.29
-19.85,-0.23
-19.79,-0.22
-19.78,-0.28
-19.75,-0.33
-19.75,-0.39
-19.69,-0.37
-19.64,-0.34
-19.65,-0.40
-19.63,-0.46
-19.62,-0.52
-19.68,-0.52
-19.65,-0.47
-19.63,-0.52
-19.64,-0.46
-19.67,-0.52
-19.73,-0.53
-19.75,-0.59
-19.72,-0.64
-19.66,-0.61
-19.64,-0.55
-19.64,-0.61
-19.70,-0.60
-19.74,-0.56
-19.74,-0.62
-19.74,-0.68
-19.72,-0.62
-19.68,-0.58
-19.62,-0.60
-19.64,-0.54
-19.69,-0.59
-19.67,-0.53
-19.62,-0.49
-19.61,-0.55
-19.67,-0.55
-19.66,-0.49
-19.72,-0.47
-19.77,-0.49
-19.81,-0.44
-19.85,-0.40
-19.84,-0.46
-19.86,-0.40
-19.83,-0.35
-19.89,-0.34
-19.85,-0.38
-19.79,-0.36
-19.82,-0.41
-19.78,-0.46
-19.73,-0.50
-19.67,-0.49
-19.67,-0.43
-19.73,-0.41
-19.70,-0.46
-19.73,-0.51
-19.79,-0.52
-19.85,-0.50
-19.84,-0.56
-19.88,-0.61
-19.89,-0.55
-19.87,-0.49
-19.92,-0.53
-19.95,-0.58
-19.92,-0.63
-19.88,-0.58
-19.94,-0.56
-19.98,-0.52
-20.01,-0.57
-20.06,-0.53
-20.05,-0.59
-20.00,-0.56
-19.96,-0.51
-19.90,-0.53
-19.88,-0.59
-19.85,-0.64
-19.80,-0.60
-19.75,-0.58
-19.73,-0.53
-19.79,-0.53
-19.81,-0.59
-19.77,-0.64
-19.79,-0.58
-19.80,-0.52
-19.86,-0.52
-19.81,-0.55
-19.75,-0.53
-19.80,-0.57
-19.84,-0.62
-19.79,-0.58
-19.85,-0.60
-19.80,-0.64
-19.74,-0.62
-19.74,-0.68
-19.77,-0.74
-19.77,-0.80
-19.78,-0.86
-19.74,-0.81
-19.70,-0.85
-19.72,-0.90
-19.66,-0.88
-19.60,-0.88
-19.55,-0.92
-19.61,-0.89
-19.55,-0.86
-19.61,-0.88
-19.57,-0.84
-19.63,-0.86
-19.57,-0.84
-19.51,-0.86
-19.49,-0.80
-19.48,-0.74
-19.51,-0.79
-19.46,-0.82
-19.40,-0.83
-19.41,-0.89
-19.36,-0.86
-19.32,-0.82
-19.27,-0.85
-19.32,-0.84
-19.32,-0.89
-19.26,-0.90
-19.23,-0.85
-19.20,-0.90
-19.16,-0.95
-19.20,-0.91
-19.20,-0.85
-19.19,-0.79
-19.13,-0.76
-19.15,-0.82
-19.14,-0.88
-19.13,-0.82
-19.19,-0.81
-19.24,-0.78
-19.30,-0.79
-19.36,-0.79
-19.37,-0.85
-19.35,-0.91
-19.40,-0.95
-19.34,-0.93
-19.39,-0.89
-19.43,-0.93
-19.49,-0.96
-19.53,-1.00
-19.47,-1.00
-19.47,-1.06
-19.41,-1.06
-19.35,-1.06
-19.29,-1.05
-19.27,-1.11
-19.23,-1.15
-19.17,-1.14
-19.19,-1.08
-19.22,-1.03
-19.17,-0.99
-19.22,-1.02
-19.24,-0.97
-19.29,-1.01
-19.32,-1.06
-19.32,-1.00
-19.27,-1.02
-19.23,-0.97
-19.17,-0.98
-19.11,-0.99
-19.13,-1.05
-19.12,-1.11
-19.12,-1.05
-19.09,-1.10
-19.14,-1.07
-19.12,-1.12
-19.18,-1.12
-19.19,-1.06
-19.24,-1.03
-19.21,-1.08
-19.27,-1.11
-19.32,-1.13
-19.34,-1.07
-19.31,-1.13
-19.31,-1.07
-19.31,-1.13
-19.25,-1.14
-19.21,-1.18
-19.26,-1.21
-19.21,-1.24
-19.27,-1.27
-19.26,-1.21
-19.20,-1.20
-19.14,-1.20
-19.13,-1.26
-19.18,-1.30
-19.12,-1.31
-19.17,-1.34
-19.15,-1.28
-19.15,-1.22
-19.10,-1.25
-19.13,-1.20
-19.12,-1.26
-19.08,-1.31
-19.03,-1.29
-18.97,-1.30
-19.02,-1.27
-19.02,-1.33
-19.08,-1.31
-19.13,-1.28
-19.07,-1.27
-19.12,-1.30
-19.06,-1.28
-19.08,-1.34
-19.05,-1.39
-19.11,-1.38
-19.05,-1.36
-19.10,-1.38
-19.14,-1.43
-19.08,-1.43
-19.05,-1.37
-19.09,-1.42
-19.04,-1.40
-19.04,-1.46
-19.09,-1.44
-19.04,-1.46
-19.10,-1.44
-19.10,-1.50
-19.06,-1.54
-19.06,-1.60
-19.00,-1.60
-19.05,-1.59
-19.11,-1.61
-19.05,-1.61
-19.10,-1.65
-19.13,-1.70
-19.10,-1.75
-19.11,-1.69
-19.05,-1.70
-19.09,-1.74
-19.11,-1.80
-19.05,-1.82
-19.02,-1.87
-19.05,-1.82
-19.09,-1.77
-19.05,-1.73
-18.99,-1.72
-18.97,-1.66
-18.99,-1.71
-18.95,-1.67
-19.01,-1.65
-19.06,-1.68
-19.11,-1.64
-19.11,-1.70
-19.16,-1.74
-19.21,-1.71
-19.17,-1.67
-19.12,-1.62
-19.06,-1.61
-19.10,-1.65
-19.06,-1.61
-19.10,-1.57
-19.08,-1.63
-19.12,-1.58
-19.16,-1.61
-19.11,-1.65
-19.06,-1.63
-19.08,-1.68
-19.12,-1.64
-19.17,-1.62
-19.17,-1.68
-19.14,-1.63
-19.09,-1.59
-19.12,-1.64
-19.18,-1.65
-19.24,-1.64
-19.21,-1.59
-19.20,-1.65
-19.20,-1.59
-19.15,-1.56
-19.17,-1.50
-19.23,-1.48
-19.17,-1.50
-19.18,-1.56
-19.24,-1.57
-19.30,-1.58
-19.29,-1.52
-19.35,-1.52
-19.36,-1.58
-19.32,-1.62
-19.36,-1.67
-19.34,-1.73
-19.28,-1.74
-19.33,-1.77
-19.38,-1.80
-19.34,-1.77
-19.31,-1.82
-19.29,-1.77
-19.24,-1.81
-19.29,-1.85
-19.35,-1.87
-19.29,-1.87
-19.31,-1.82
-19.37,-1.81
-19.43,-1.81
-19.40,-1.76
-19.35,-1.72
-19.37,-1.66
-19.31,-1.65
-19.33,-1.59
-19.28,-1.63
-19.22,-1.62
-19.25,-1.56
-19.27,-1.62
-19.33,-1.60
-19.39,-1.60
-19.34,-1.63
-19.29,-1.66
-19.34,-1.64
-19.30,-1.60
-19.36,-1.60
-19.30,-1.60
-19.35,-1.63
-19.30,-1.60
-19.26,-1.63
-19.20,-1.66
-19.16,-1.71
-19.20,-1.66
-19.18,-1.60
-19.19,-1.66
-19.23,-1.62
-19.27,-1.57
-19.25,-1.63
-19.19,-1.60
-19.22,-1.65
-19.26,-1.69
-19.22,-1.73
-19.22,-1.67
-19.17,-1.70
-19.11,-1.71
-19.12,-1.77
-19.08,-1.82
-19.04,-1.78
-19.06,-1.83
-19.02,-1.79
-19.04,-1.73
-19.03,-1.67
-19.09,-1.67
-19.08,-1.72
-19.04,-1.77
-19.07,-1.81
-19.12,-1.86
-19.06,-1.83
-19.07,-1.77
-19.02,-1.80
-19.00,-1.74
-19.03,-1.79
-19.09,-1.82
-19.05,-1.86
-19.10,-1.89
-19.05,-1.92
-19.01,-1.87
-18.96,-1.90
-19.01,-1.94
-18.97,-1.98
-19.01,-2.03
-19.07,-2.03
-19.03,-2.07
-19.05,-2.13
-19.03,-2.19
-19.08,-2.15
-19.14,-2.15
-19.20,-2.15
-19.17,-2.21
-19.13,-2.25
-19.17,-2.30
-19.20,-2.35
-19.25,-2.31
-19.20,-2.35
-19.26,-2.36
-19.31,-2.40
-19.34,-2.45
-19.38,-2.40
-19.32,-2.41
-19.27,-2.43
-19.23,-2.48
-19.25,-2.54
-19.29,-2.49
-19.24,-2.52
-19.27,-2.57
-19.21,-2.56
-19.16,-2.58
-19.11,-2.61
-19.13,-2.67
-19.10,-2.72
-19.16,-2.72
-19.14,-2.78
-19.16,-2.72
-19.10,-2.73
-19.07,-2.68
-19.07,-2.74
-19.02,-2.71
-18.99,-2.66
-18.96,-2.71
-18.94,-2.77
-18.90,-2.82
-18.84,-2.81
-18.84,-2.75
-18.79,-2.78
-18.84,-2.75
-18.89,-2.78
-18.95,-2.79
-18.95,-2.73
-19.00,-2.75
-19.03,-2.80
-18.99,-2.76
-18.96,-2.81
-19.02,-2.81
-19.06,-2.86
-19.03,-2.91
-19.02,-2.97
-19.06,-2.92
-19.12,-2.94
-19.12,-3.00
-19.17,-3.03
-19.23,-3.03
-19.17,-3.02
-19.16,-3.08
-19.19,-3.03
-19.23,-3.07
-19.29,-3.06
-19.25,-3.03
-19.23,-3.08
-19.29,-3.08
-19.32,-3.13
-19.26,-3.10
-19.29,-3.04
-19.25,-3.09
-19.29,-3.14
-19.28,-3.19
-19.25,-3.14
-19.22,-3.09
-19.17,-3.06
-19.19,-3.11
-19.25,-3.12
-19.29,-3.08
-19.26,-3.13
-19.22,-3.09
-19.16,-3.09
-19.18,-3.14
-19.19,-3.20
-19.24,-3.17
-19.30,-3.17
-19.30,-3.11
-19.33,-3.16
-19.27,-3.17
-19.21,-3.15
-19.15,-3.14
-19.17,-3.08
-19.12,-3.06
-19.16,-3.10
-19.13,-3.05
-19.10,-3.00
-19.07,-3.05
-19.04,-3.10
-19.07,-3.15
-19.08,-3.21
-19.04,-3.17
-19.10,-3.16
-19.04,-3.16
-19.05,-3.10
-19.10,-3.07
-19.16,-3.07
-19.21,-3.10
-19.27,-3.12
-19.21,-3.14
-19.21,-3.08
-19.18,-3.13
-19.18,-3.19
-19.23,-3.15
-19.27,-3.19
-19.22,-3.17
-19.21,-3.11
-19.16,-3.08
-19.10,-3.10
-19.11,-3.16
-19.06,-3.13
-19.00,-3.15
-18.98,-3.10
-19.03,-3.13
-18.98,-3.11
-18.95,-3.05
-18.93,-2.99
-18.94,-2.94
-18.92,-2.99
-18.98,-3.01
-18.92,-3.00
-18.98,-2.99
-19.00,-2.93
-18.97,-2.98
-18.91,-2.99
-18.96,-3.03
-19.01,-3.05
-19.03,-3.11
-19.02,-3.17
-18.98,-3.21
-18.93,-3.18
-18.91,-3.24
-18.91,-3.18
-18.96,-3.15
-18.99,-3.10
-19.02,-3.15
-19.07,-3.19
-19.10,-3.14
-19.11,-3.20
-19.08,-3.15
-19.07,-3.21
-19.06,-3.27
-19.11,-3.25
-19.08,-3.30
-19.03,-3.26
-19.07,-3.21
-19.03,-3.25
-19.03,-3.19
-19.01,-3.25
-18.96,-3.25
-18.90,-3.26
-18.90,-3.20
-18.95,-3.22
-18.91,-3.18
-18.87,-3.22
-18.85,-3.16
-18.87,-3.21
-18.83,-3.18
-18.77,-3.17
-18.83,-3.17
-18.87,-3.21
-18.84,-3.15
-18.78,-3.16
-18.84,-3.18
-18.89,-3.15
-18.90,-3.09
-18.87,-3.14
-18.86,-3.08
-18.92,-3.07
-18.98,-3.07
-18.95,-3.12
-18.90,-3.16
-18.88,-3.21
-18.82,-3.20
-18.83,-3.14
-18.77,-3.13
-18.80,-3.08
-18.85,-3.10
-18.81,-3.07
-18.81,-3.01
-18.75,-3.02
-18.81,-3.00
-18.79,-2.94
-18.75,-2.98
-18.81,-2.98
-18.80,-2.92
-18.74,-2.92
-18.70,-2.96
-18.65,-3.00
-18.68,-2.94
-18.62,-2.92
-18.56,-2.90
-18.56,-2.96
-18.59,-2.91
-18.62,-2.85
-18.57,-2.82
-18.62,-2.85
-18.63,-2.79
-18.68,-2.83
-18.70,-2.89
-18.71,-2.94
-18.65,-2.93
-18.68,-2.99
-18.71,-2.93
-18.77,-2.94
-18.83,-2.93
-18.78,-2.97
-18.75,-2.92
-18.69,-2.94
-18.73,-2.89
-18.72,-2.95
-18.74,-2.90
-18.74,-2.84
-18.70,-2.88
-18.75,-2.90
-18.79,-2.85
-18.77,-2.79
-18.73,-2.83
-18.67,-2.83
-18.65,-2.88
-18.63,-2.83
-18.57,-2.82
-18.52,-2.84
-18.56,-2.88
-18.58,-2.82
-18.61,-2.87
-18.57,-2.83
-18.52,-2.79
-18.56,-2.76
-18.52,-2.79
-18.50,-2.85
-18.55,-2.89
-18.61,-2.88
-18.59,-2.94
-18.64,-2.97
-18.63,-2.91
-18.65,-2.86
-18.59,-2.86
-18.54,-2.89
-18.60,-2.89
-18.54,-2.92
-18.52,-2.97
-18.48,-2.93
-18.48,-2.93
-18.51,-2.88
-18.50,-2.82
-18.56,-2.79
-18.62,-2.78
-18.64,-2.84
-18.69,-2.88
-18.70,-2.82
-18.67,-2.86
-18.73,-2.87
-18.68,-2.82
-18.74,-2.83
-18.78,-2.88
-18.81,-2.93
-18.87,-2.92
-18.86,-2.86
-18.92,-2.89
-18.88,-2.93
-18.93,-2.97
-18.92,-2.91
-18.90,-2.97
-18.93,-3.02
-18.96,-2.96
-19.00,-2.92
-19.00,-2.98
-18.96,-3.02
-18.93,-2.97
-18.97,-3.02
-18.91,-3.00
-18.87,-2.96
-18.81,-2.96
-18.75,-2.93
-18.78,-2.88
-18.76,-2.82
-18.78,-2.88
-18.74,-2.83
-18.80,-2.84
-18.79,-2.79
-18.80,-2.73
-18.85,-2.69
-18.86,-2.75
-18.92,-2.77
-18.98,-2.78
-19.04,-2.79
-19.05,-2.73
-19.04,-2.67
-19.03,-2.73
-19.06,-2.78
-19.01,-2.81
-19.01,-2.75
-19.05,-2.79
-19.09,-2.84
-19.05,-2.88
-19.11,-2.89
-19.15,-2.93
-19.10,-2.96
-19.15,-3.00
-19.09,-2.99
-19.13,-2.96
-19.08,-2.98
-19.11,-2.93
-19.07,-2.89
-19.01,-2.91
-19.06,-2.94
-19.12,-2.95
-19.06,-2.96
-19.01,-3.00
-19.04,-3.05
-18.98,-3.08
-19.03,-3.05
-19.00,-3.00
-18.99,-3.05
-18.96,-3.11
-19.02,-3.10
-18.97,-3.13
-18.96,-3.07
-19.00,-3.02
-18.94,-3.03
-18.88,-3.03
-18.82,-3.03
-18.76,-3.05
-18.79,-3.10
-18.77,-3.05
-18.80,-2.99
-18.79,-3.05
-18.75,-3.10
-18.71,-3.06
-18.66,-3.10
-18.63,-3.15
-18.58,-3.17
-18.55,-3.23
-18.58,-3.18
-18.52,-3.17
-18.56,-3.12
-18.52,-3.08
-18.53,-3.02
-18.48,-3.06
-18.43,-3.08
-18.46,-3.11
-18.47,-3.07
-18.47,-3.02
-18.51,-3.06
-18.55,-3.11
-18.60,-3.09
-18.66,-3.10
-18.68,-3.16
-18.74,-3.18
-18.80,-3.20
-18.80,-3.14
-18.80,-3.20
-18.86,-3.22
-18.82,-3.17
-18.87,-3.14
-18.87,-3.20
-18.83,-3.16
-18.79,-3.11
-18.78,-3.05
-18.76,-3.11
-18.72,-3.15
-18.68,-3.20
-18.71,-3.25
-18.65,-3.26
-18.70,-3.22
-18.72,-3.28
-18.75,-3.22
-18.71,-3.18
-18.70,-3.12
-18.72,-3.06
-18.76,-3.02
-18.70,-3.00
-18.75,-3.03
-18.70,-3.00
-18.68,-2.95
-18.63,-2.98
-18.59,-2.93
-18.65,-2.92
-18.71,-2.89
-18.71,-2.83
-18.75,-2.79
-18.69,-2.77
-18.65,-2.81
-18.63,-2.87
-18.59,-2.83
-18.53,-2.85
-18.56,-2.90
-18.55,-2.85
-18.60,-2.86
-18.54,-2.86
-18.52,-2.92
-18.49,-2.86
-18.50,-2.81
-18.45,-2.79
-18.47,-2.74
-18.50,-2.69
-18.45,-2.65
-18.47,-2.65
-18.47,-2.59
-18.53,-2.59
-18.59,-2.60
-18.54,-2.56
-18.55,-2.50
-18.60,-2.47
-18.58,-2.41
-18.64,-2.41
-18.63,-2.35
-18.68,-2.31
-18.65,-2.25
-18.66,-2.19
-18.72,-2.17
-18.67,-2.14
-18.65,-2.08
-18.62,-2.03
-18.63,-2.09
-18.64,-2.03
-18.59,-2.05
-18.55,-2.00
-18.61,-2.00
-18.64,-1.95
-18.68,-1.91
-18.74,-1.90
-18.69,-1.88
-18.63,-1.89
-18.59,-1.93
-18.54,-1.97
-18.55,-2.03
-18.59,-1.99
-18.63,-2.03
-18.59,-1.98
-18.59,-1.92
-18.65,-1.90
-18.59,-1.88
-18.64,-1.84
-18.67,-1.89
-18.72,-1.85
-18.69,-1.80
-18.69,-1.74
-18.68,-1.80
-18.63,-1.76
-18.68,-1.80
-18.70,-1.74
-18.74,-1.69
-18.70,-1.65
-18.74,-1.69
-18.80,-1.68
-18.79,-1.74
-18.81,-1.68
-18.87,-1.68
-18.82,-1.65
-18.82,-1.59
-18.87,-1.56
-18.93,-1.54
-18.99,-1.54
-19.03,-1.50
-18.97,-1.49
-18.93,-1.44
-18.95,-1.38
-18.90,-1.37
-18.84,-1.36
-18.86,-1.41
-18.92,-1.42
-18.91,-1.36
-18.85,-1.37
-18.84,-1.31
-18.79,-1.35
-18.74,-1.31
-18.78,-1.27
-18.83,-1.30
-18.80,-1.35
-18.74,-1.36
-18.75,-1.30
-18.73,-1.25
-18.78,-1.22
-18.72,-1.24
-18.69,-1.18
-18.65,-1.14
-18.60,-1.10
-18.56,-1.06
-18.50,-1.08
-18.45,-1.11
-18.47,-1.17
-18.49,-1.23
-18.50,-1.17
-18.48,-1.22
-18.42,-1.21
-18.40,-1.16
-18.39,-1.22
-18.33,-1.19
-18.37,-1.24
-18.43,-1.23
-18.38,-1.20
-18.40,-1.15
-18.46,-1.13
-18.48,-1.18
-18.51,-1.13
-18.54,-1.07
-18.48,-1.06
-18.43,-1.02
-18.38,-1.04
-18.32,-1.02
-18.38,-1.04
-18.33,-1.00
-18.37,-0.96
-18.36,-1.01
-18.30,-1.01
-18.24,-1.00
-18.18,-0.99
-18.16,-1.05
-18.12,-1.09
-18.09,-1.04
-18.06,-1.09
-18.00,-1.09
-18.05,-1.12
-17.99,-1.12
-18.02,-1.07
-18.00,-1.13
-17.99,-1.07
-18.05,-1.09
-18.03,-1.03
-18.08,-1.01
-18.02,-1.01
-17.98,-1.05
-17.97,-0.99
-17.92,-0.95
-17.96,-0.91
-17.90,-0.90
-17.96,-0.91
-18.02,-0.90
-18.08,-0.89
-18.07,-0.95
-18.01,-0.95
-17.97,-0.99
-18.02,-1.02
-17.99,-0.97
-17.94,-0.96
-17.88,-0.94
-17.94,-0.94
-17.89,-0.90
-17.89,-0.84
-17.86,-0.79
-17.83,-0.74
-17.87,-0.69
-17.91,-0.73
-17.85,-0.75
-17.83,-0.70
-17.77,-0.69
-17.83,-0.69
-17.77,-0.69
-17.83,-0.71
-17.82,-0.65
-17.78,-0.60
-17.79,-0.66
-17.82,-0.61
-17.82,-0.67
-17.86,-0.71
-17.81,-0.68
-17.75,-0.66
-17.73,-0.61
-17.78,-0.64
-17.75,-0.59
-17.70,-0.57
-17.70,-0.63
-17.73,-0.57
-17.73,-0.51
-17.78,-0.48
-17.79,-0.43
-17.85,-0.42
-17.83,-0.47
-17.79,-0.44
-17.73,-0.44
-17.71,-0.38
-17.69,-0.44
-17.72,-0.39
-17.71,-0.33
-17.70,-0.39
-17.71,-0.33
-17.69,-0.27
-17.73,-0.23
-17.67,-0.22
-17.73,-0.24
-17.75,-0.18
-17.74,-0.24
-17.68,-0.22
-17.73,-0.19
-17.74,-0.13
-17.71,-0.19
-17.69,-0.13
-17.73,-0.09
-17.68,-0.11
-17.68,-0.05
-17.67,-0.11
-17.61,-0.09
-17.57,-0.05
-17.61,0.00
-17.67,0.02
-17.72,0.05
-17.73,0.10
-17.68,0.12
-17.71,0.17
-17.67,0.21
-17.61,0.21
-17.58,0.16
-17.59,0.21
-17.55,0.26
-17.51,0.21
-17.46,0.18
-17.48,0.23
-17.48,0.29
-17.42,0.28
-17.42,0.28
-17.43,0.28
-17.37,0.27
-17.34,0.27
-17.37,0.27
-17.37,0.27
-17.41,0.27
-17.41,0.27
-17.41,0.27
-17.36,0.27
-17.31,0.27
-17.31,0.27
-17.30,0.27
-17.30,0.27
-17.26,0.23
-17.23,0.28
-17.28,0.25
-17.25,0.31
-17.25,0.28
-17.28,0.28
-17.27,0.28
-17.33,0.28
-17.27,0.27
-17.28,0.27
-17.33,0.25
-17.27,0.25
-17.29,0.31
-17.25,0.26
-17.22,0.31
-17.18,0.28
-17.21,0.28
-17.22,0.28
-17.21,0.27
-17.21,0.27
-17.20,0.27
-17.26,0.26
-17.32,0.25
-17.29,0.30
-17.23,0.28
-17.22,0.28
-17.16,0.27
-17.15,0.27
-17.16,0.27
-17.16,0.27
-17.18,0.27
-17.18,0.27
-17.22,0.27
-17.17,0.27
-17.15,0.21
-17.09,0.22
-17.04,0.20
-17.00,0.25
-17.02,0.19
-17.05,0.14
-16.99,0.16
-17.03,0.20
-16.99,0.24
-16.98,0.30
-16.93,0.27
-16.87,0.26
-16.93,0.28
-16.99,0.28
-16.94,0.27
-16.92,0.27
-16.92,0.27
-16.92,0.27
-16.86,0.27
-16.86,0.27
-16.92,0.25
-16.86,0.25
-16.90,0.30
-16.91,0.24
-16.91,0.30
-16.91,0.27
-16.91,0.27
-16.93,0.22
-16.93,0.28
-16.98,0.27
-16.98,0.27
-16.99,0.27
-16.93,0.27
-16.92,0.27
-16.92,0.27
-16.97,0.24
-17.02,0.26
-16.97,0.29
-16.97,0.28
-16.97,0.27
-16.91,0.25
-16.97,0.27
-16.97,0.27
-16.97,0.27
-16.95,0.27
-16.91,0.27
-16.91,0.27
-16.87,0.24
-16.85,0.29
-16.82,0.28
-16.82,0.27
-16.79,0.27
-16.76,0.22
-16.76,0.28
-16.72,0.27
-16.77,0.25
-16.82,0.28
-16.78,0.28
-16.78,0.27
-16.84,0.27
-16.84,0.27
-16.79,0.27
-16.80,0.21
-16.78,0.27
-16.78,0.33
-16.78,0.28
-16.83,0.27
-16.86,0.22
-16.91,0.25
-16.92,0.31
-16.89,0.28
-16.89,0.27
-16.90,0.27
-16.94,0.23
-17.00,0.24
-17.06,0.25
-17.09,0.20
-17.04,0.23
-17.07,0.28
-17.01,0.27
-16.97,0.27
-16.99,0.27
-17.04,0.27
-17.04,0.27
-17.09,0.27
-17.10,0.27
-17.13,0.27
-17.12,0.27
-17.16,0.23
-17.17,0.17
-17.19,0.11
-17.13,0.10
-17.08,0.06
-17.09,0.00
-17.10,0.06
-17.09,0.12
-17.07,0.18
-17.05,0.23
-17.04,0.17
-17.10,0.19
-17.06,0.23
-17.05,0.29
-17.05,0.28
-17.05,0.27
-17.05,0.27
-17.04,0.27
-16.99,0.25
-16.94,0.29
-16.99,0.24
-17.04,0.23
-17.10,0.25
-17.07,0.30
-17.06,0.28
-17.06,0.27
-17.06,0.27
-17.11,0.27
-17.11,0.27
-17.09,0.27
-17.04,0.24
-17.02,0.30
-17.03,0.27
-17.02,0.22
-17.08,0.19
-17.02,0.21
-16.98,0.26
-16.94,0.21
-16.89,0.24
-16.88,0.30
-16.86,0.28
-16.86,0.27
-16.92,0.26
-16.88,0.30
-16.88,0.27
-16.85,0.27
-16.83,0.27
-16.83,0.27
-16.89,0.26
-16.94,0.22
-16.95,0.17
-16.89,0.17
-16.94,0.15
-16.89,0.16
-16.94,0.14
-16.88,0.15
-16.94,0.13
-16.97,0.18
-16.97,0.12
-16.92,0.09
-16.86,0.08
-16.85,0.02
-16.90,-0.01
-16.86,-0.05
-16.82,-0.10
-16.79,-0.05
-16.75,-0.10
-16.80,-0.08
-16.79,-0.02
-16.85,-0.02
-16.91,-0.02
-16.96,-0.06
-16.97,0.00
-17.00,-0.05
-16.96,-0.10
-17.01,-0.06
-16.95,-0.06
-16.97,0.00
-16.97,0.06
-16.93,0.01
-16.88,0.04
-16.84,0.00
-16.90,0.01
-16.86,0.06
-16.80,0.06
-16.77,0.11
-16.71,0.10
-16.65,0.08
-16.60,0.05
-16.64,-0.01
-16.63,0.05
-16.57,0.05
-16.63,0.05
-16.61,0.10
-16.67,0.08
-16.64,0.02
-16.64,0.08
-16.58,0.09
-16.63,0.12
-16.63,0.18
-16.66,0.23
-16.72,0.23
-16.75,0.28
-16.74,0.22
-16.69,0.26
-16.70,0.31
-16.70,0.28
-16.67,0.28
-16.68,0.27
-16.66,0.27
-16.66,0.27
-16.68,0.27
-16.62,0.26
-16.57,0.30
-16.57,0.28
-16.61,0.24
-16.60,0.30
-16.55,0.28
-16.50,0.28
-16.45,0.25
-16.41,0.20
-16.36,0.22
-16.31,0.26
-16.25,0.28
-16.25,0.28
-16.20,0.28
-16.25,0.25
-16.27,0.31
-16.22,0.28
-16.27,0.24
-16.33,0.24
-16.29,0.20
-16.35,0.20
-16.29,0.18
-16.27,0.12
-16.30,0.07
-16.36,0.09
-16.34,0.03
-16.28,0.03
-16.30,0.09
-16.29,0.03
-16.30,0.09
-16.31,0.15
-16.27,0.19
-16.22,0.17
-16.17,0.19
-16.11,0.17
-16.08,0.22
-16.13,0.25
-16.13,0.31
-16.18,0.28
-16.18,0.28
-16.18,0.27
-16.24,0.26
-16.22,0.20
-16.17,0.24
-16.13,0.19
-16.08,0.15
-16.14,0.18
-16.15,0.24
-16.19,0.29
-16.21,0.28
-16.18,0.28
-16.14,0.27
-16.13,0.27
-16.19,0.27
-16.21,0.22
-16.16,0.24
-16.10,0.27
-16.10,0.27
-16.12,0.27
-16.14,0.27
-16.19,0.27
-16.13,0.27
-16.07,0.27
-16.10,0.22
-16.04,0.22
-16.05,0.28
-16.06,0.28
-16.11,0.28
-16.11,0.22
-16.08,0.27
-16.08,0.27
-16.08,0.27
-16.05,0.27
-16.00,0.30
-15.95,0.27
-15.96,0.27
-15.90,0.27
-15.95,0.24
-15.92,0.18
-15.87,0.15
-15.81,0.16
-15.86,0.20
-15.88,0.25
-15.94,0.23
-15.97,0.28
-15.95,0.28
-15.95,0.27
-15.94,0.27
-15.93,0.27
-15.90,0.27
-15.85,0.27
-15.89,0.27
-15.93,0.27
-15.88,0.27
-15.93,0.27
-15.93,0.27
-15.90,0.27
-15.90,0.27
-15.86,0.23
-15.86,0.29
-15.86,0.28
-15.84,0.27
-15.88,0.27
-15.88,0.27
-15.94,0.26
-15.92,0.31
-15.86,0.28
-15.91,0.27
-15.91,0.27
-15.95,0.27
-15.98,0.27
-16.03,0.24
-15.99,0.28
-16.01,0.27
-15.99,0.27
-15.94,0.27
-15.90,0.27
-15.84,0.24
-15.90,0.22
-15.85,0.25
-15.89,0.30
-15.83,0.27
-15.89,0.26
-15.87,0.31
-15.87,0.28
-15.89,0.27
-15.87,0.27
-15.86,0.27
-15.86,0.27
-15.86,0.27
-15.86,0.21
-15.87,0.15
-15.89,0.21
-15.94,0.24
-15.90,0.28
-15.90,0.27
-15.94,0.27
-15.88,0.27
-15.83,0.27
-15.83,0.27
-15.83,0.27
-15.83,0.27
-15.78,0.27
